,point,Building,Equipment_Type,Equipment_Number,Sensor_Type
32451,MSB.AHU.AHU02.HCV,MSB,AHU,AHU02,HCV
32452,MSB.AHU.AHU02.Heating Valve Output,MSB,AHU,AHU02,Heating Valve Output
32453,MSB.AHU.AHU02.Mixed Air Damper,MSB,AHU,AHU02,Mixed Air Damper
32454,MSB.AHU.AHU02.Mixed Air Damper Output,MSB,AHU,AHU02,Mixed Air Damper Output
32455,MSB.AHU.AHU02.Mixed Air Temp,MSB,AHU,AHU02,Mixed Air Temp
32456,MSB.AHU.AHU02.MODE,MSB,AHU,AHU02,MODE
32457,MSB.AHU.AHU02.Outside Air Temp,MSB,AHU,AHU02,Outside Air Temp
32458,MSB.AHU.AHU02.Outside Air Temp Virt,MSB,AHU,AHU02,Outside Air Temp Virt
32459,MSB.AHU.AHU02.OVR,MSB,AHU,AHU02,OVR
32460,MSB.AHU.AHU02.Return Air Temp,MSB,AHU,AHU02,Return Air Temp
32461,MSB.AHU.AHU02.RSP,MSB,AHU,AHU02,RSP
32462,MSB.AHU.AHU02.Supply Air Fan Start/Stop,MSB,AHU,AHU02,Supply Air Fan Start/Stop
32463,MSB.AHU.AHU02.Supply Air Temp,MSB,AHU,AHU02,Supply Air Temp
32464,MSB.AHU.AHU02.Supply Air Temp Sp,MSB,AHU,AHU02,Supply Air Temp Sp
32465,MSB.AHU.AHU02.ZSP,MSB,AHU,AHU02,ZSP
32466,MSB.AHU.AHU03.CCV,MSB,AHU,AHU03,CCV
32467,MSB.AHU.AHU03.COL,MSB,AHU,AHU03,COL
32468,MSB.AHU.AHU03.Cooling Valve Output,MSB,AHU,AHU03,Cooling Valve Output
32469,MSB.AHU.AHU03.Economizer Mode,MSB,AHU,AHU03,Economizer Mode
32470,MSB.AHU.AHU03.EXH FANS,MSB,AHU,AHU03,EXH FANS
32471,MSB.AHU.AHU03.HCV,MSB,AHU,AHU03,HCV
32472,MSB.AHU.AHU03.Heating Valve Output,MSB,AHU,AHU03,Heating Valve Output
32473,MSB.AHU.AHU03.Mixed Air Damper,MSB,AHU,AHU03,Mixed Air Damper
32474,MSB.AHU.AHU03.Mixed Air Damper Minimum,MSB,AHU,AHU03,Mixed Air Damper Minimum
32475,MSB.AHU.AHU03.Mixed Air Damper Output,MSB,AHU,AHU03,Mixed Air Damper Output
32476,MSB.AHU.AHU03.Mixed Air Temp,MSB,AHU,AHU03,Mixed Air Temp
32477,MSB.AHU.AHU03.MODE,MSB,AHU,AHU03,MODE
32478,MSB.AHU.AHU03.Outside Air Temp,MSB,AHU,AHU03,Outside Air Temp
32479,MSB.AHU.AHU03.Outside Air Temp Virt,MSB,AHU,AHU03,Outside Air Temp Virt
32480,MSB.AHU.AHU03.OVR,MSB,AHU,AHU03,OVR
32481,MSB.AHU.AHU03.Return Air Temp,MSB,AHU,AHU03,Return Air Temp
32482,MSB.AHU.AHU03.RSP,MSB,AHU,AHU03,RSP
32483,MSB.AHU.AHU03.Supply Air Fan Start/Stop,MSB,AHU,AHU03,Supply Air Fan Start/Stop
32484,MSB.AHU.AHU03.Supply Air Temp,MSB,AHU,AHU03,Supply Air Temp
32485,MSB.AHU.AHU03.Supply Air Temp Sp,MSB,AHU,AHU03,Supply Air Temp Sp
32486,MSB.AHU.AHU03.VRT,MSB,AHU,AHU03,VRT
32487,MSB.AHU.AHU03.ZSP,MSB,AHU,AHU03,ZSP
32488,MSB.AHU.AHU05.CCV,MSB,AHU,AHU05,CCV
32489,MSB.AHU.AHU05.COL,MSB,AHU,AHU05,COL
32490,MSB.AHU.AHU05.Cooling Valve Output,MSB,AHU,AHU05,Cooling Valve Output
32491,MSB.AHU.AHU05.Economizer Mode,MSB,AHU,AHU05,Economizer Mode
32492,MSB.AHU.AHU05.HCV,MSB,AHU,AHU05,HCV
32493,MSB.AHU.AHU05.Heating Valve Output,MSB,AHU,AHU05,Heating Valve Output
32494,MSB.AHU.AHU05.Mixed Air Damper,MSB,AHU,AHU05,Mixed Air Damper
32495,MSB.AHU.AHU05.Mixed Air Damper Minimum,MSB,AHU,AHU05,Mixed Air Damper Minimum
32496,MSB.AHU.AHU05.Mixed Air Damper Output,MSB,AHU,AHU05,Mixed Air Damper Output
32497,MSB.AHU.AHU05.Mixed Air Temp,MSB,AHU,AHU05,Mixed Air Temp
32498,MSB.AHU.AHU05.MODE,MSB,AHU,AHU05,MODE
32499,MSB.AHU.AHU05.Outside Air Temp,MSB,AHU,AHU05,Outside Air Temp
32500,MSB.AHU.AHU05.Outside Air Temp Virt,MSB,AHU,AHU05,Outside Air Temp Virt
32501,MSB.AHU.AHU05.RAF,MSB,AHU,AHU05,RAF
32502,MSB.AHU.AHU05.Return Air Temp,MSB,AHU,AHU05,Return Air Temp
32503,MSB.AHU.AHU05.RSP,MSB,AHU,AHU05,RSP
32504,MSB.AHU.AHU05.Supply Air Fan Start/Stop,MSB,AHU,AHU05,Supply Air Fan Start/Stop
32505,MSB.AHU.AHU05.Supply Air Temp,MSB,AHU,AHU05,Supply Air Temp
32506,MSB.AHU.AHU05.Supply Air Temp Sp,MSB,AHU,AHU05,Supply Air Temp Sp
32507,MSB.AHU.AHU05.VRT,MSB,AHU,AHU05,VRT
32508,MSB.AHU.AHU05.ZSP,MSB,AHU,AHU05,ZSP
32578,MSC.AHU.AHU05.Cooling Valve Output,MSC,AHU,AHU05,Cooling Valve Output
32579,MSC.AHU.AHU05.Economizer Mode,MSC,AHU,AHU05,Economizer Mode
32580,MSC.AHU.AHU05.Heating Valve Output,MSC,AHU,AHU05,Heating Valve Output
32581,MSC.AHU.AHU05.Mixed Air Damper Output,MSC,AHU,AHU05,Mixed Air Damper Output
32582,MSC.AHU.AHU05.Mixed Air Temp,MSC,AHU,AHU05,Mixed Air Temp
32583,MSC.AHU.AHU05.MODE,MSC,AHU,AHU05,MODE
32584,MSC.AHU.AHU05.Outside Air Temp,MSC,AHU,AHU05,Outside Air Temp
32585,MSC.AHU.AHU05.Outside Air Temp Virt,MSC,AHU,AHU05,Outside Air Temp Virt
32586,MSC.AHU.AHU05.Return Air Temp,MSC,AHU,AHU05,Return Air Temp
32588,MSC.AHU.AHU05.Supply Air Fan Start/Stop,MSC,AHU,AHU05,Supply Air Fan Start/Stop
32589,MSC.AHU.AHU05.Supply Air Temp,MSC,AHU,AHU05,Supply Air Temp
32590,MSC.AHU.AHU05.Supply Air Temp Sp,MSC,AHU,AHU05,Supply Air Temp Sp
32591,MSC.AHU.AHU06.Cooling Valve Output,MSC,AHU,AHU06,Cooling Valve Output
32592,MSC.AHU.AHU06.Heating Valve Output,MSC,AHU,AHU06,Heating Valve Output
32593,MSC.AHU.AHU06.Mixed Air Damper Output,MSC,AHU,AHU06,Mixed Air Damper Output
32594,MSC.AHU.AHU06.Mixed Air Temp,MSC,AHU,AHU06,Mixed Air Temp
32595,MSC.AHU.AHU06.MODE,MSC,AHU,AHU06,MODE
32596,MSC.AHU.AHU06.Outside Air Temp Virt,MSC,AHU,AHU06,Outside Air Temp Virt
32597,MSC.AHU.AHU06.Return Air Temp,MSC,AHU,AHU06,Return Air Temp
32599,MSC.AHU.AHU06.Supply Air Fan Start/Stop,MSC,AHU,AHU06,Supply Air Fan Start/Stop
32600,MSC.AHU.AHU06.Supply Air Temp,MSC,AHU,AHU06,Supply Air Temp
32601,MSC.AHU.AHU06.Supply Air Temp Sp,MSC,AHU,AHU06,Supply Air Temp Sp
32602,MSC.AHU.AHU07.Cooling Valve Output,MSC,AHU,AHU07,Cooling Valve Output
32603,MSC.AHU.AHU07.Heating Valve Output,MSC,AHU,AHU07,Heating Valve Output
32604,MSC.AHU.AHU07.Mixed Air Damper Output,MSC,AHU,AHU07,Mixed Air Damper Output
32605,MSC.AHU.AHU07.MODE,MSC,AHU,AHU07,MODE
32606,MSC.AHU.AHU07.Outside Air Temp Virt,MSC,AHU,AHU07,Outside Air Temp Virt
32607,MSC.AHU.AHU07.Return Air Temp,MSC,AHU,AHU07,Return Air Temp
32609,MSC.AHU.AHU07.Supply Air Fan Start/Stop,MSC,AHU,AHU07,Supply Air Fan Start/Stop
32610,MSC.AHU.AHU07.Supply Air Temp,MSC,AHU,AHU07,Supply Air Temp
32611,MSC.AHU.AHU07.Supply Air Temp Sp,MSC,AHU,AHU07,Supply Air Temp Sp
32647,MSD.AHU.MULTI.Cooling Valve Output,MSD,AHU,MULTI,Cooling Valve Output
32648,MSD.AHU.MULTI.Heating Valve Output,MSD,AHU,MULTI,Heating Valve Output
32649,MSD.AHU.MULTI.Hot Deck Temp,MSD,AHU,MULTI,Hot Deck Temp
32650,MSD.AHU.MULTI.Hot Deck Temp Sp,MSD,AHU,MULTI,Hot Deck Temp Sp
32651,MSD.AHU.MULTI.Supply Air Fan Start/Stop,MSD,AHU,MULTI,Supply Air Fan Start/Stop
32723,MU.AHU.AHU_SF4.Cooling Valve Output,MU,AHU,AHU_SF4,Cooling Valve Output
32724,MU.AHU.AHU01_PENT.BSP,MU,AHU,AHU01_PENT,BSP
32725,MU.AHU.AHU01_PENT.CCV,MU,AHU,AHU01_PENT,CCV
32726,MU.AHU.AHU01_PENT.CLGEN,MU,AHU,AHU01_PENT,CLGEN
32727,MU.AHU.AHU01_PENT.Cooling Valve Output,MU,AHU,AHU01_PENT,Cooling Valve Output
32728,MU.AHU.AHU01_PENT.Economizer Mode,MU,AHU,AHU01_PENT,Economizer Mode
32729,MU.AHU.AHU01_PENT.HTGEN,MU,AHU,AHU01_PENT,HTGEN
32730,MU.AHU.AHU01_PENT.MAS,MU,AHU,AHU01_PENT,MAS
32731,MU.AHU.AHU01_PENT.Mixed Air Damper,MU,AHU,AHU01_PENT,Mixed Air Damper
32732,MU.AHU.AHU01_PENT.Mixed Air Damper Minimum,MU,AHU,AHU01_PENT,Mixed Air Damper Minimum
32733,MU.AHU.AHU01_PENT.Mixed Air Damper Output,MU,AHU,AHU01_PENT,Mixed Air Damper Output
32734,MU.AHU.AHU01_PENT.Mixed Air Temp,MU,AHU,AHU01_PENT,Mixed Air Temp
32735,MU.AHU.AHU01_PENT.MODE,MU,AHU,AHU01_PENT,MODE
32736,MU.AHU.AHU01_PENT.Outside Air Temp,MU,AHU,AHU01_PENT,Outside Air Temp
32737,MU.AHU.AHU01_PENT.Return Air Fan Start/Stop,MU,AHU,AHU01_PENT,Return Air Fan Start/Stop
32738,MU.AHU.AHU01_PENT.Return Air Temp,MU,AHU,AHU01_PENT,Return Air Temp
32739,MU.AHU.AHU01_PENT.RVD,MU,AHU,AHU01_PENT,RVD
32740,MU.AHU.AHU01_PENT.RVO,MU,AHU,AHU01_PENT,RVO
32741,MU.AHU.AHU01_PENT.Supply Air Fan Start/Stop,MU,AHU,AHU01_PENT,Supply Air Fan Start/Stop
32742,MU.AHU.AHU01_PENT.Supply Air Pressure,MU,AHU,AHU01_PENT,Supply Air Pressure
32743,MU.AHU.AHU01_PENT.Supply Air Pressure Sp,MU,AHU,AHU01_PENT,Supply Air Pressure Sp
32744,MU.AHU.AHU01_PENT.Supply Air Temp,MU,AHU,AHU01_PENT,Supply Air Temp
32745,MU.AHU.AHU01_PENT.Supply Air Temp Sp,MU,AHU,AHU01_PENT,Supply Air Temp Sp
32746,MU.AHU.AHU01_PENT.SVD,MU,AHU,AHU01_PENT,SVD
32747,MU.AHU.AHU01_PENT.T03,MU,AHU,AHU01_PENT,T03
32748,MU.AHU.AHU01_PENT.T04,MU,AHU,AHU01_PENT,T04
32749,MU.AHU.AHU01_PENT.T05,MU,AHU,AHU01_PENT,T05
32750,MU.AHU.AHU01_PENT.T06,MU,AHU,AHU01_PENT,T06
32751,MU.AHU.AHU01_PENT.T07,MU,AHU,AHU01_PENT,T07
32752,MU.AHU.AHU01_PENT.T08,MU,AHU,AHU01_PENT,T08
32753,MU.AHU.AHU01_PENT.VFD Speed Command,MU,AHU,AHU01_PENT,VFD Speed Command
32754,MU.AHU.AHU01_PENT.VRT,MU,AHU,AHU01_PENT,VRT
32755,MU.AHU.AHU01_ROOF.CCV,MU,AHU,AHU01_ROOF,CCV
32756,MU.AHU.AHU01_ROOF.CLGEN,MU,AHU,AHU01_ROOF,CLGEN
32757,MU.AHU.AHU01_ROOF.Cooling Valve Output,MU,AHU,AHU01_ROOF,Cooling Valve Output
32758,MU.AHU.AHU01_ROOF.Economizer Mode,MU,AHU,AHU01_ROOF,Economizer Mode
32759,MU.AHU.AHU01_ROOF.HCV,MU,AHU,AHU01_ROOF,HCV
32760,MU.AHU.AHU01_ROOF.Heating Valve Output,MU,AHU,AHU01_ROOF,Heating Valve Output
32761,MU.AHU.AHU01_ROOF.HTGEN,MU,AHU,AHU01_ROOF,HTGEN
32762,MU.AHU.AHU01_ROOF.MAS,MU,AHU,AHU01_ROOF,MAS
32763,MU.AHU.AHU01_ROOF.Mixed Air Damper,MU,AHU,AHU01_ROOF,Mixed Air Damper
32764,MU.AHU.AHU01_ROOF.Mixed Air Damper Output,MU,AHU,AHU01_ROOF,Mixed Air Damper Output
32765,MU.AHU.AHU01_ROOF.Mixed Air Temp,MU,AHU,AHU01_ROOF,Mixed Air Temp
32766,MU.AHU.AHU01_ROOF.MODE,MU,AHU,AHU01_ROOF,MODE
32767,MU.AHU.AHU01_ROOF.Outside Air Temp,MU,AHU,AHU01_ROOF,Outside Air Temp
32768,MU.AHU.AHU01_ROOF.Outside Air Temp Virt,MU,AHU,AHU01_ROOF,Outside Air Temp Virt
32769,MU.AHU.AHU01_ROOF.RAO,MU,AHU,AHU01_ROOF,RAO
32770,MU.AHU.AHU01_ROOF.Return Air Fan Start/Stop,MU,AHU,AHU01_ROOF,Return Air Fan Start/Stop
32771,MU.AHU.AHU01_ROOF.Return Air Temp,MU,AHU,AHU01_ROOF,Return Air Temp
32772,MU.AHU.AHU01_ROOF.RP1,MU,AHU,AHU01_ROOF,RP1
32773,MU.AHU.AHU01_ROOF.RP2,MU,AHU,AHU01_ROOF,RP2
32774,MU.AHU.AHU01_ROOF.RP3,MU,AHU,AHU01_ROOF,RP3
32775,MU.AHU.AHU01_ROOF.RP4,MU,AHU,AHU01_ROOF,RP4
32776,MU.AHU.AHU01_ROOF.RVD,MU,AHU,AHU01_ROOF,RVD
32777,MU.AHU.AHU01_ROOF.RVO,MU,AHU,AHU01_ROOF,RVO
32778,MU.AHU.AHU01_ROOF.Supply Air Fan Start/Stop,MU,AHU,AHU01_ROOF,Supply Air Fan Start/Stop
32779,MU.AHU.AHU01_ROOF.Supply Air Pressure,MU,AHU,AHU01_ROOF,Supply Air Pressure
32780,MU.AHU.AHU01_ROOF.Supply Air Pressure Sp,MU,AHU,AHU01_ROOF,Supply Air Pressure Sp
32781,MU.AHU.AHU01_ROOF.Supply Air Temp,MU,AHU,AHU01_ROOF,Supply Air Temp
32782,MU.AHU.AHU01_ROOF.Supply Air Temp Sp,MU,AHU,AHU01_ROOF,Supply Air Temp Sp
32783,MU.AHU.AHU01_ROOF.SVD,MU,AHU,AHU01_ROOF,SVD
32784,MU.AHU.AHU01_ROOF.VFD Speed Command,MU,AHU,AHU01_ROOF,VFD Speed Command
32785,MU.AHU.AHU04.CCV,MU,AHU,AHU04,CCV
32786,MU.AHU.AHU04.CLGEN,MU,AHU,AHU04,CLGEN
32787,MU.AHU.AHU04.Cooling Valve Output,MU,AHU,AHU04,Cooling Valve Output
32788,MU.AHU.AHU04.DSS,MU,AHU,AHU04,DSS
32789,MU.AHU.AHU04.EAO,MU,AHU,AHU04,EAO
32790,MU.AHU.AHU04.Economizer Mode,MU,AHU,AHU04,Economizer Mode
32791,MU.AHU.AHU04.HCV,MU,AHU,AHU04,HCV
32792,MU.AHU.AHU04.Heating Valve Output,MU,AHU,AHU04,Heating Valve Output
32793,MU.AHU.AHU04.HTGEN,MU,AHU,AHU04,HTGEN
32794,MU.AHU.AHU04.MAS,MU,AHU,AHU04,MAS
32795,MU.AHU.AHU04.Mixed Air Damper,MU,AHU,AHU04,Mixed Air Damper
32796,MU.AHU.AHU04.Mixed Air Damper Minimum,MU,AHU,AHU04,Mixed Air Damper Minimum
32797,MU.AHU.AHU04.Mixed Air Damper Output,MU,AHU,AHU04,Mixed Air Damper Output
32798,MU.AHU.AHU04.Mixed Air Temp,MU,AHU,AHU04,Mixed Air Temp
32799,MU.AHU.AHU04.MODE,MU,AHU,AHU04,MODE
32800,MU.AHU.AHU04.OCF,MU,AHU,AHU04,OCF
32801,MU.AHU.AHU04.OCS,MU,AHU,AHU04,OCS
32802,MU.AHU.AHU04.Outside Air Temp,MU,AHU,AHU04,Outside Air Temp
32803,MU.AHU.AHU04.RAFLOW,MU,AHU,AHU04,RAFLOW
32804,MU.AHU.AHU04.RAO,MU,AHU,AHU04,RAO
32805,MU.AHU.AHU04.Return Air Fan Start/Stop,MU,AHU,AHU04,Return Air Fan Start/Stop
32806,MU.AHU.AHU04.Return Air Temp,MU,AHU,AHU04,Return Air Temp
32807,MU.AHU.AHU04.RVD,MU,AHU,AHU04,RVD
32808,MU.AHU.AHU04.RVO,MU,AHU,AHU04,RVO
32809,MU.AHU.AHU04.SAFLOW,MU,AHU,AHU04,SAFLOW
32810,MU.AHU.AHU04.Supply Air Fan Start/Stop,MU,AHU,AHU04,Supply Air Fan Start/Stop
32811,MU.AHU.AHU04.Supply Air Pressure,MU,AHU,AHU04,Supply Air Pressure
32812,MU.AHU.AHU04.Supply Air Pressure Sp,MU,AHU,AHU04,Supply Air Pressure Sp
32813,MU.AHU.AHU04.Supply Air Temp,MU,AHU,AHU04,Supply Air Temp
32814,MU.AHU.AHU04.Supply Air Temp Sp,MU,AHU,AHU04,Supply Air Temp Sp
32815,MU.AHU.AHU04.SVD,MU,AHU,AHU04,SVD
32816,MU.AHU.AHU04.VFD Speed Command,MU,AHU,AHU04,VFD Speed Command
32817,MU.AHU.AHU05.CCV,MU,AHU,AHU05,CCV
32818,MU.AHU.AHU05.CLGEN,MU,AHU,AHU05,CLGEN
32819,MU.AHU.AHU05.Cooling Valve Output,MU,AHU,AHU05,Cooling Valve Output
32820,MU.AHU.AHU05.DSS,MU,AHU,AHU05,DSS
32821,MU.AHU.AHU05.EAO,MU,AHU,AHU05,EAO
32822,MU.AHU.AHU05.Economizer Mode,MU,AHU,AHU05,Economizer Mode
32823,MU.AHU.AHU05.HCV,MU,AHU,AHU05,HCV
32824,MU.AHU.AHU05.Heating Valve Output,MU,AHU,AHU05,Heating Valve Output
32825,MU.AHU.AHU05.HTGEN,MU,AHU,AHU05,HTGEN
32826,MU.AHU.AHU05.MAS,MU,AHU,AHU05,MAS
32827,MU.AHU.AHU05.Mixed Air Damper,MU,AHU,AHU05,Mixed Air Damper
32828,MU.AHU.AHU05.Mixed Air Damper Minimum,MU,AHU,AHU05,Mixed Air Damper Minimum
32829,MU.AHU.AHU05.Mixed Air Damper Output,MU,AHU,AHU05,Mixed Air Damper Output
32830,MU.AHU.AHU05.Mixed Air Temp,MU,AHU,AHU05,Mixed Air Temp
32831,MU.AHU.AHU05.MODE,MU,AHU,AHU05,MODE
32832,MU.AHU.AHU05.Outside Air Temp,MU,AHU,AHU05,Outside Air Temp
32833,MU.AHU.AHU05.Outside Air Temp Virt,MU,AHU,AHU05,Outside Air Temp Virt
32834,MU.AHU.AHU05.RAFLOW,MU,AHU,AHU05,RAFLOW
32835,MU.AHU.AHU05.RAO,MU,AHU,AHU05,RAO
32836,MU.AHU.AHU05.Return Air Fan Start/Stop,MU,AHU,AHU05,Return Air Fan Start/Stop
32837,MU.AHU.AHU05.Return Air Fan VFD Power KW,MU,AHU,AHU05,Return Air Fan VFD Power KW
32838,MU.AHU.AHU05.Return Air Temp,MU,AHU,AHU05,Return Air Temp
32839,MU.AHU.AHU05.RVD,MU,AHU,AHU05,RVD
32840,MU.AHU.AHU05.RVO,MU,AHU,AHU05,RVO
32841,MU.AHU.AHU05.SAFLOW,MU,AHU,AHU05,SAFLOW
32842,MU.AHU.AHU05.Supply Air Fan Start/Stop,MU,AHU,AHU05,Supply Air Fan Start/Stop
32843,MU.AHU.AHU05.Supply Air Fan VFD Power KW,MU,AHU,AHU05,Supply Air Fan VFD Power KW
32844,MU.AHU.AHU05.Supply Air Pressure,MU,AHU,AHU05,Supply Air Pressure
32845,MU.AHU.AHU05.Supply Air Pressure Sp,MU,AHU,AHU05,Supply Air Pressure Sp
32846,MU.AHU.AHU05.Supply Air Temp,MU,AHU,AHU05,Supply Air Temp
32847,MU.AHU.AHU05.Supply Air Temp Sp,MU,AHU,AHU05,Supply Air Temp Sp
32848,MU.AHU.AHU05.SVD,MU,AHU,AHU05,SVD
32849,MU.AHU.AHU05.VFD Speed Command,MU,AHU,AHU05,VFD Speed Command
32850,MU.AHU.S1E.Cooling Valve Output,MU,AHU,S1E,Cooling Valve Output
32851,MU.AHU.S1E.Supply Air Fan Start/Stop,MU,AHU,S1E,Supply Air Fan Start/Stop
32852,MU.AHU.S2.Cooling Valve Output,MU,AHU,S2,Cooling Valve Output
32853,MU.AHU.S2.Supply Air Fan Start/Stop,MU,AHU,S2,Supply Air Fan Start/Stop
32854,MU.AHU.S2E.Cooling Valve Output,MU,AHU,S2E,Cooling Valve Output
32855,MU.AHU.S2E.Supply Air Fan Start/Stop,MU,AHU,S2E,Supply Air Fan Start/Stop
32856,MU.AHU.S3E.Cooling Valve Output,MU,AHU,S3E,Cooling Valve Output
32857,MU.AHU.S3E.Supply Air Fan Start/Stop,MU,AHU,S3E,Supply Air Fan Start/Stop
32858,MU.AHU.S4_E6.Cooling Valve Output,MU,AHU,S4_E6,Cooling Valve Output
32859,MU.AHU.S4_E6.Supply Air Fan Start/Stop,MU,AHU,S4_E6,Supply Air Fan Start/Stop
32860,MU.AHU.S8.Cooling Valve Output,MU,AHU,S8,Cooling Valve Output
32861,MU.AHU.S8.Supply Air Fan Start/Stop,MU,AHU,S8,Supply Air Fan Start/Stop
32862,MU.AHU.SF4.Supply Air Fan Start/Stop,MU,AHU,SF4,Supply Air Fan Start/Stop
33229,MUSIC.AHU.AHU04.CCV,MUSIC,AHU,AHU04,CCV
33230,MUSIC.AHU.AHU04.CLGEN,MUSIC,AHU,AHU04,CLGEN
33231,MUSIC.AHU.AHU04.Cooling Valve Output,MUSIC,AHU,AHU04,Cooling Valve Output
33232,MUSIC.AHU.AHU04.Economizer Mode,MUSIC,AHU,AHU04,Economizer Mode
33234,MUSIC.AHU.AHU04.HCV,MUSIC,AHU,AHU04,HCV
33235,MUSIC.AHU.AHU04.Heating Valve Output,MUSIC,AHU,AHU04,Heating Valve Output
33236,MUSIC.AHU.AHU04.HTGEN,MUSIC,AHU,AHU04,HTGEN
33237,MUSIC.AHU.AHU04.MAS,MUSIC,AHU,AHU04,MAS
33238,MUSIC.AHU.AHU04.Mixed Air Damper,MUSIC,AHU,AHU04,Mixed Air Damper
33239,MUSIC.AHU.AHU04.Mixed Air Damper Minimum,MUSIC,AHU,AHU04,Mixed Air Damper Minimum
33240,MUSIC.AHU.AHU04.Mixed Air Damper Output,MUSIC,AHU,AHU04,Mixed Air Damper Output
33241,MUSIC.AHU.AHU04.Mixed Air Temp,MUSIC,AHU,AHU04,Mixed Air Temp
33242,MUSIC.AHU.AHU04.Outside Air Temp Virt,MUSIC,AHU,AHU04,Outside Air Temp Virt
33243,MUSIC.AHU.AHU04.Return Air Fan Start/Stop,MUSIC,AHU,AHU04,Return Air Fan Start/Stop
33244,MUSIC.AHU.AHU04.Return Air Temp,MUSIC,AHU,AHU04,Return Air Temp
33245,MUSIC.AHU.AHU04.Return Fan Speed,MUSIC,AHU,AHU04,Return Fan Speed
33246,MUSIC.AHU.AHU04.RVO,MUSIC,AHU,AHU04,RVO
33247,MUSIC.AHU.AHU04.Supply Air Fan Start/Stop,MUSIC,AHU,AHU04,Supply Air Fan Start/Stop
33248,MUSIC.AHU.AHU04.Supply Air Temp,MUSIC,AHU,AHU04,Supply Air Temp
33249,MUSIC.AHU.AHU04.Supply Air Temp Sp,MUSIC,AHU,AHU04,Supply Air Temp Sp
33250,MUSIC.AHU.AHU04.Supply Fan Speed,MUSIC,AHU,AHU04,Supply Fan Speed
33251,MUSIC.AHU.AHU04.VFD Speed Command,MUSIC,AHU,AHU04,VFD Speed Command
33979,OCDC.AHU.AC1.Supply Air Fan Start/Stop,OCDC,AHU,AC1,Supply Air Fan Start/Stop
33980,OCDC.AHU.AC2.Supply Air Fan Start/Stop,OCDC,AHU,AC2,Supply Air Fan Start/Stop
33981,OCDC.AHU.AC3.Supply Air Fan Start/Stop,OCDC,AHU,AC3,Supply Air Fan Start/Stop
33982,OCDC.AHU.AC4.Supply Air Fan Start/Stop,OCDC,AHU,AC4,Supply Air Fan Start/Stop
33983,OCDC.AHU.AC5.Supply Air Fan Start/Stop,OCDC,AHU,AC5,Supply Air Fan Start/Stop
33984,OCDC.AHU.AC6.Supply Air Fan Start/Stop,OCDC,AHU,AC6,Supply Air Fan Start/Stop
33985,OCDC.AHU.AC7.Supply Air Fan Start/Stop,OCDC,AHU,AC7,Supply Air Fan Start/Stop
33993,OLS.AHU.AHU_SF01.BSP,OLS,AHU,AHU_SF01,BSP
33994,OLS.AHU.AHU_SF01.Cooling Enabled,OLS,AHU,AHU_SF01,Cooling Enabled
33995,OLS.AHU.AHU_SF01.Cooling Valve Output,OLS,AHU,AHU_SF01,Cooling Valve Output
33996,OLS.AHU.AHU_SF01.Cooling Valve Voltage,OLS,AHU,AHU_SF01,Cooling Valve Voltage
33997,OLS.AHU.AHU_SF01.Economizer Mode,OLS,AHU,AHU_SF01,Economizer Mode
33998,OLS.AHU.AHU01.Return Air Fan VFD Power,OLS,AHU,AHU01,Return Air Fan VFD Power
33999,OLS.AHU.AHU01.Supply Air Fan 2 VFD Power,OLS,AHU,AHU01,Supply Air Fan 2 VFD Power
34000,OLS.AHU.AHU_SF01.Heating Enabled,OLS,AHU,AHU_SF01,Heating Enabled
34001,OLS.AHU.AHU_SF01.Heating Valve Output,OLS,AHU,AHU_SF01,Heating Valve Output
34002,OLS.AHU.AHU_SF01.Heating Valve Voltage,OLS,AHU,AHU_SF01,Heating Valve Voltage
34005,OLS.AHU.AHU_SF01.Mixed Air Damper,OLS,AHU,AHU_SF01,Mixed Air Damper
34006,OLS.AHU.AHU_SF01.Mixed Air Damper Minimum,OLS,AHU,AHU_SF01,Mixed Air Damper Minimum
34007,OLS.AHU.AHU_SF01.Mixed Air Damper Output,OLS,AHU,AHU_SF01,Mixed Air Damper Output
34008,OLS.AHU.AHU_SF01.Mixed Air Temp,OLS,AHU,AHU_SF01,Mixed Air Temp
34009,OLS.AHU.AHU_SF01.MODE,OLS,AHU,AHU_SF01,MODE
34010,OLS.AHU.AHU_SF01.Outside Air Temp Virt,OLS,AHU,AHU_SF01,Outside Air Temp Virt
34023,OLS.AHU.AHU_SF01.Supply Air Fan VFD Power,OLS,AHU,AHU_SF01,Supply Air Fan VFD Power
34024,OLS.AHU.AHU_SF01.Supply Air Pressure,OLS,AHU,AHU_SF01,Supply Air Pressure
34025,OLS.AHU.AHU_SF01.Supply Air Pressure Sp,OLS,AHU,AHU_SF01,Supply Air Pressure Sp
34026,OLS.AHU.AHU_SF01.Supply Air Temp,OLS,AHU,AHU_SF01,Supply Air Temp
34027,OLS.AHU.AHU_SF01.Supply Air Temp Sp,OLS,AHU,AHU_SF01,Supply Air Temp Sp
34028,OLS.AHU.AHU_SF01.Supply Fan VFD Frequency,OLS,AHU,AHU_SF01,Supply Fan VFD Frequency
34029,OLS.AHU.AHU_SF01.Supply Fan VFD Output,OLS,AHU,AHU_SF01,Supply Fan VFD Output
34030,OLS.AHU.AHU_SF01.Supply Fan VFD Speed,OLS,AHU,AHU_SF01,Supply Fan VFD Speed
34031,OLS.AHU.AHU_SF02.BSP,OLS,AHU,AHU_SF02,BSP
